City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
260,Iquique,-20.2208,-70.1431,59.04,77,32,2.95,CL,scattered clouds,2022-07-31 02:38:18
261,Luderitz,-26.6481,15.1594,51.82,67,0,17.27,NA,clear sky,2022-07-31 02:35:41
262,Vila Franca Do Campo,37.7167,-25.4333,70.21,84,24,5.28,PT,few clouds,2022-07-31 02:38:19
263,Mumford,5.2618,-0.759,73.27,88,100,10.29,GH,overcast clouds,2022-07-31 02:38:19
264,High Level,58.5169,-117.136,62.71,82,75,5.75,CA,broken clouds,2022-07-31 02:35:05
265,Anito,12.4497,125.2886,86.9,65,99,7.9,PH,moderate rain,2022-07-31 02:38:20
266,Acapulco,16.8634,-99.8901,82.22,74,75,2.3,MX,broken clouds,2022-07-31 02:38:20
267,San Policarpo,12.1791,125.5072,84.02,75,100,10.76,PH,moderate rain,2022-07-31 02:38:21
268,New Richmond,45.123,-92.5366,78.71,65,0,8.05,US,clear sky,2022-07-31 02:35:46
269,Alta Floresta,-9.8756,-56.0861,70.54,41,0,2.91,BR,clear sky,2022-07-31 02:38:22
270,Tabou,4.423,-7.3528,74.89,81,100,5.97,CI,overcast clouds,2022-07-31 02:39:22
271,Katsuura,35.1333,140.3,86.92,69,3,15.26,JP,clear sky,2022-07-31 02:39:23
272,Beaumont,30.0861,-94.1019,85.98,80,0,8.05,US,clear sky,2022-07-31 02:34:38
273,Marandahalli,12.4,78.0,81.07,65,39,1.97,IN,scattered clouds,2022-07-31 02:39:23
274,Bokoro,12.3807,17.0568,75.67,73,48,6.98,TD,scattered clouds,2022-07-31 02:39:24
275,Tsalka,41.5946,44.0891,58.5,89,30,2.21,GE,light rain,2022-07-31 02:39:24
276,Gidam,18.9833,81.4,82.31,77,99,1.43,IN,overcast clouds,2022-07-31 02:39:25
277,Auki,-8.7676,160.7034,87.3,55,38,3.78,SB,scattered clouds,2022-07-31 02:39:25
278,Lahat,-3.8,103.5333,80.1,72,100,1.28,ID,overcast clouds,2022-07-31 02:39:26
279,Rio Gallegos,-51.6226,-69.2181,41.05,52,0,19.57,AR,clear sky,2022-07-31 02:39:26
280,Saint Anthony,45.0205,-93.218,79.93,63,0,8.05,US,clear sky,2022-07-31 02:37:55
281,Pringsewu,-5.3582,104.9744,81.59,73,73,1.77,ID,broken clouds,2022-07-31 02:39:27
282,Rajanpur,29.1035,70.325,87.67,67,100,15.03,PK,overcast clouds,2022-07-31 02:39:27
283,Kidal,18.4411,1.4078,85.75,41,56,8.14,ML,broken clouds,2022-07-31 02:39:28
284,Esperance,-33.8667,121.9,55.89,62,37,16.98,AU,scattered clouds,2022-07-31 02:39:28
285,Sungaipenuh,-2.0833,101.3833,77.68,55,90,2.01,ID,overcast clouds,2022-07-31 02:39:29
286,Calvinia,-31.4707,19.776,36.5,84,0,2.95,ZA,clear sky,2022-07-31 02:39:29
287,Bud,39.447,-86.1758,73.92,78,100,3.53,US,overcast clouds,2022-07-31 02:39:29
288,Faanui,-16.4833,-151.75,79.32,70,3,22.93,PF,light rain,2022-07-31 02:39:12
289,Port-Gentil,-0.7193,8.7815,73.85,84,25,9.08,GA,scattered clouds,2022-07-31 02:39:30
290,Namibe,-15.1961,12.1522,59.31,89,7,6.24,AO,clear sky,2022-07-31 02:39:31
291,Cidreira,-30.1811,-50.2056,53.85,82,1,6.69,BR,clear sky,2022-07-31 02:30:54
292,Khorixas,-20.3667,14.9667,48.74,47,0,2.06,NA,clear sky,2022-07-31 02:39:31
293,Yaan,7.3833,8.5667,70.39,96,100,6.31,NG,overcast clouds,2022-07-31 02:39:32
294,Buhe,30.2876,112.2298,87.06,63,0,1.48,CN,clear sky,2022-07-31 02:39:32
295,Oswego,43.4501,-76.1497,66.15,94,0,1.01,US,clear sky,2022-07-31 02:39:33
296,Muli,2.9167,73.5667,77.92,88,100,16.42,MV,moderate rain,2022-07-31 02:39:33
297,Faya,18.3851,42.4509,66.31,63,63,3.65,SA,broken clouds,2022-07-31 02:39:34
298,Amargosa,-13.0303,-39.6047,66.88,96,69,3.94,BR,broken clouds,2022-07-31 02:39:34
299,Pisco,-13.7,-76.2167,60.85,82,0,10.36,PE,clear sky,2022-07-31 02:39:35
300,Manado,1.487,124.8455,88.57,66,20,2.3,ID,few clouds,2022-07-31 02:39:35
301,Dunedin,-45.8742,170.5036,47.8,69,99,8.01,NZ,overcast clouds,2022-07-31 02:39:36
302,Suvorov,54.1223,36.4966,51.12,77,43,1.25,RU,scattered clouds,2022-07-31 02:39:36
303,Nhulunbuy,-12.2333,136.7667,81.21,69,40,14.97,AU,scattered clouds,2022-07-31 02:39:37
304,Mount Isa,-20.7333,139.5,76.77,25,94,5.75,AU,overcast clouds,2022-07-31 02:36:50
305,Narsaq,60.9167,-46.05,48.42,92,39,1.54,GL,scattered clouds,2022-07-31 02:39:37
306,Manta,-0.95,-80.7333,73.18,83,20,11.5,EC,few clouds,2022-07-31 02:39:38
307,Camacha,33.0833,-16.3333,67.42,73,40,11.5,PT,scattered clouds,2022-07-31 02:39:38
308,La Ciotat,43.1748,5.6045,78.82,48,3,7.4,FR,clear sky,2022-07-31 02:39:39
309,Gigante,2.3868,-75.5453,68.59,82,81,3.85,CO,broken clouds,2022-07-31 02:39:39
310,Phatthalung,7.5,100.0833,87.15,62,99,3.11,TH,overcast clouds,2022-07-31 02:39:40
311,Port Hedland,-20.3167,118.5667,80.65,28,20,17.27,AU,few clouds,2022-07-31 02:39:40
312,Nioro,13.35,-15.75,74.73,94,100,7.45,GM,light rain,2022-07-31 02:39:40
313,Baraki Barak,33.9675,68.9486,74.75,29,5,2.75,AF,clear sky,2022-07-31 02:39:41
314,Muborak,39.2553,65.1528,86.83,23,0,16.24,UZ,clear sky,2022-07-31 02:39:41
315,Yiyang,28.5892,112.3283,89.82,57,11,3.69,CN,few clouds,2022-07-31 02:39:42
316,Fredericksburg,38.3032,-77.4605,74.73,80,0,0.0,US,clear sky,2022-07-31 02:35:52
317,Matara,5.9485,80.5353,80.89,80,86,8.34,LK,overcast clouds,2022-07-31 02:40:42
318,Huambo,-12.7761,15.7392,52.48,69,0,1.5,AO,clear sky,2022-07-31 02:40:43
319,Loiza,18.4313,-65.8802,84.2,89,40,11.5,PR,scattered clouds,2022-07-31 02:40:43
320,Changde,29.0464,111.6783,89.92,65,5,2.8,CN,clear sky,2022-07-31 02:40:44
321,Wanlaweyn,2.6185,44.8938,72.01,84,82,10.96,SO,broken clouds,2022-07-31 02:40:44
322,Bengkulu,-3.8004,102.2655,80.29,77,98,1.66,ID,overcast clouds,2022-07-31 02:37:56
323,Baiyin,36.5583,104.2081,79.3,46,98,3.89,CN,overcast clouds,2022-07-31 02:39:10
324,Sao Joao De Pirabas,-0.7747,-47.1772,76.77,89,88,5.77,BR,overcast clouds,2022-07-31 02:40:45
325,Emerald,-23.5333,148.1667,68.34,49,100,19.57,AU,overcast clouds,2022-07-31 02:40:46
326,Santa Maria,-29.6842,-53.8069,45.7,100,0,3.44,BR,clear sky,2022-07-31 02:38:00
327,Sobolevo,54.4299,31.8996,52.9,84,48,4.63,RU,scattered clouds,2022-07-31 02:40:46
328,Chamrajnagar,11.9167,76.95,76.23,74,35,2.53,IN,scattered clouds,2022-07-31 02:40:47
329,Bethel,41.3712,-73.414,74.64,73,0,5.75,US,clear sky,2022-07-31 02:40:47
330,Pacific Grove,36.6177,-121.9166,68.81,86,75,5.75,US,broken clouds,2022-07-31 02:37:00
331,Coruripe,-10.1256,-36.1756,73.78,88,29,9.33,BR,scattered clouds,2022-07-31 02:40:48
332,Labuhan,-6.8844,112.2051,83.7,61,93,5.17,ID,overcast clouds,2022-07-31 02:40:48
333,Surt,31.2089,16.5887,79.56,73,0,4.88,LY,clear sky,2022-07-31 02:40:49
334,Quatre Cocos,-20.2078,57.7625,70.09,68,93,12.53,MU,overcast clouds,2022-07-31 02:40:49
335,Macusani,-14.0833,-70.4333,38.89,49,1,0.72,PE,clear sky,2022-07-31 02:40:50
336,Zalantun,48.0,122.7167,76.71,78,100,7.49,CN,overcast clouds,2022-07-31 02:40:50
337,Sistranda,63.7256,8.834,55.36,85,100,12.3,NO,overcast clouds,2022-07-31 02:40:51
338,Severodvinsk,64.5635,39.8302,59.11,90,11,8.03,RU,few clouds,2022-07-31 02:40:51
339,Atambua,-9.1061,124.8925,82.63,56,27,2.48,ID,scattered clouds,2022-07-31 02:40:51
340,Yinchuan,38.4681,106.2731,85.84,44,75,2.35,CN,broken clouds,2022-07-31 02:36:02
341,Ternovka,51.678,41.6375,63.36,69,28,6.26,RU,scattered clouds,2022-07-31 02:40:52
342,Cherskiy,68.75,161.3,68.07,36,27,14.63,RU,scattered clouds,2022-07-31 02:40:52
343,Marystown,47.1666,-55.1483,62.85,100,100,12.39,CA,overcast clouds,2022-07-31 02:40:53
344,Clarence Town,-32.5833,151.7833,64.85,53,100,1.5,AU,light rain,2022-07-31 02:40:54
345,Loandjili,-4.7561,11.8578,69.91,94,20,5.75,CG,few clouds,2022-07-31 02:40:54
346,Ranau,5.9538,116.6641,80.67,77,85,1.3,MY,overcast clouds,2022-07-31 02:40:55
347,Pakokku,21.3333,95.1,91.76,54,100,9.08,MM,heavy intensity rain,2022-07-31 02:40:55
348,Ponta Delgada,37.7333,-25.6667,70.52,83,40,5.75,PT,scattered clouds,2022-07-31 02:40:55
349,Nara,34.6851,135.8049,98.96,31,67,3.36,JP,broken clouds,2022-07-31 02:37:38
350,San Quintin,30.4833,-115.95,69.33,81,12,7.49,MX,few clouds,2022-07-31 02:38:04
351,Muros,42.7762,-9.0603,69.1,70,0,13.31,ES,clear sky,2022-07-31 02:39:13
352,Talnakh,69.4865,88.3972,47.21,82,100,16.55,RU,overcast clouds,2022-07-31 02:39:08
353,Houma,29.5958,-90.7195,80.01,90,40,4.61,US,scattered clouds,2022-07-31 02:40:55
354,Cap-Chat,49.1001,-66.6821,61.92,81,91,10.47,CA,overcast clouds,2022-07-31 02:40:57
355,Bitung,1.4451,125.1824,88.65,72,74,8.1,ID,moderate rain,2022-07-31 02:40:57
356,Gezing,47.9178,13.1299,60.35,88,40,5.75,AT,scattered clouds,2022-07-31 02:40:58
357,Bull Savanna,17.8868,-77.5902,77.27,84,4,4.99,JM,clear sky,2022-07-31 02:40:58
358,Bilma,18.6853,12.9164,86.86,34,46,7.2,NE,scattered clouds,2022-07-31 02:40:59
359,Canyon,34.9803,-101.9188,85.05,58,96,18.95,US,overcast clouds,2022-07-31 02:38:08
360,Koungheul,13.9833,-14.8,75.25,93,100,9.28,SN,moderate rain,2022-07-31 02:40:59
361,Tiruvallur,13.15,79.9167,85.64,63,41,8.25,IN,scattered clouds,2022-07-31 02:39:35
362,Los Llanos De Aridane,28.6585,-17.9182,69.55,87,100,17.27,ES,overcast clouds,2022-07-31 02:42:00
363,Chardara,41.2547,67.9692,80.74,35,0,7.4,KZ,clear sky,2022-07-31 02:42:01
364,Opuwo,-18.0607,13.84,52.16,47,26,4.74,NA,scattered clouds,2022-07-31 02:42:01
365,Bajil,15.0584,43.2851,88.5,60,100,0.56,YE,overcast clouds,2022-07-31 02:42:02
366,Sitka,57.0531,-135.33,60.69,88,100,0.0,US,light intensity drizzle,2022-07-31 02:41:32
367,Ihtiman,42.4333,23.8167,61.41,98,3,4.23,BG,clear sky,2022-07-31 02:42:02
368,Hurghada,27.2574,33.8129,86.04,37,0,9.22,EG,clear sky,2022-07-31 02:41:31
369,Otofuke,42.9917,143.2003,85.15,70,100,15.17,JP,overcast clouds,2022-07-31 02:42:03
370,Bahia De Caraquez,-0.6,-80.4167,73.58,88,97,8.84,EC,overcast clouds,2022-07-31 02:42:03
371,Salima,-13.7804,34.4587,61.48,55,0,3.24,MW,clear sky,2022-07-31 02:42:04
372,Ferrandina,40.5012,16.4547,71.04,75,0,4.72,IT,clear sky,2022-07-31 02:42:04
373,Mogwase,-25.185,27.2665,53.62,38,12,2.98,ZA,few clouds,2022-07-31 02:42:05
374,Kuressaare,58.2481,22.5039,52.95,93,100,2.3,EE,fog,2022-07-31 02:42:05
375,Kiruna,67.8557,20.2251,40.12,93,84,4.61,SE,broken clouds,2022-07-31 02:42:06
376,Padang,-0.9492,100.3543,84.25,66,25,3.29,ID,scattered clouds,2022-07-31 02:42:06
377,Presidencia Roque Saenz Pena,-26.7852,-60.4388,51.04,52,3,6.17,AR,clear sky,2022-07-31 02:42:07
378,Puerto Madryn,-42.7692,-65.0385,46.2,54,83,3.51,AR,broken clouds,2022-07-31 02:42:07
379,Port Blair,11.6667,92.75,83.71,78,100,13.98,IN,overcast clouds,2022-07-31 02:42:08
380,Boyolangu,-8.1181,111.8935,81.09,67,96,7.58,ID,overcast clouds,2022-07-31 02:42:08
381,Fairview,40.8126,-73.999,82.24,49,0,8.05,US,clear sky,2022-07-31 02:42:08
382,Nelson Bay,-32.7167,152.15,66.99,54,100,5.01,AU,overcast clouds,2022-07-31 02:42:09
383,Frontignan,43.4485,3.754,76.95,50,0,9.19,FR,clear sky,2022-07-31 02:42:09
384,Alofi,-19.0595,-169.9187,80.49,74,8,12.66,NU,clear sky,2022-07-31 02:42:10
385,Miraflores,19.2167,-98.8083,66.87,85,92,3.27,MX,overcast clouds,2022-07-31 02:42:10
386,Henties Bay,-22.116,14.2845,54.59,83,56,9.06,NA,broken clouds,2022-07-31 02:42:11
387,Calama,-22.4667,-68.9333,46.89,18,0,12.66,CL,clear sky,2022-07-31 02:42:11
388,Caravelas,-17.7125,-39.2481,72.05,92,30,6.96,BR,scattered clouds,2022-07-31 02:38:01
389,Choya,52.0108,86.5467,72.41,67,49,0.85,RU,scattered clouds,2022-07-31 02:42:11
390,Westport,41.1415,-73.3579,76.77,74,0,4.61,US,clear sky,2022-07-31 02:42:12
391,Kawalu,-7.3817,108.2082,80.38,67,57,3.78,ID,broken clouds,2022-07-31 02:42:12
392,Buenos Aires,-34.6132,-58.3772,57.94,80,0,4.61,AR,clear sky,2022-07-31 02:41:09
393,Nsanje,-16.92,35.262,61.75,95,0,1.45,MW,clear sky,2022-07-31 02:42:13
394,Naryan-Mar,67.6713,53.087,58.08,51,85,10.22,RU,overcast clouds,2022-07-31 02:42:13
395,Yulara,-25.2406,130.9889,67.3,37,9,12.77,AU,clear sky,2022-07-31 02:42:14
396,Omboue,-1.5746,9.2618,71.87,89,43,5.21,GA,scattered clouds,2022-07-31 02:42:14
397,Suntar,62.1444,117.6319,78.94,46,93,4.65,RU,overcast clouds,2022-07-31 02:42:15
398,Purpe,64.4803,76.6897,55.4,57,4,19.8,RU,clear sky,2022-07-31 02:42:15
399,Leshukonskoye,64.8989,45.7622,63.52,82,62,2.42,RU,broken clouds,2022-07-31 02:42:16
400,Baruun-Urt,46.6806,113.2792,75.83,49,0,7.81,MN,clear sky,2022-07-31 02:42:16
401,Elko,41.0002,-115.5012,89.62,13,15,11.21,US,few clouds,2022-07-31 02:42:17
402,Matagami,49.7502,-77.6328,64.51,94,100,3.44,CA,overcast clouds,2022-07-31 02:42:17
403,Santa Fe,-31.6333,-60.7,58.01,66,88,3.0,AR,light rain,2022-07-31 02:38:59
404,Kendari,-3.945,122.4989,75.51,95,100,1.05,ID,overcast clouds,2022-07-31 02:42:18
405,Slatina,44.4333,24.3667,64.71,87,93,6.87,RO,overcast clouds,2022-07-31 02:42:18
406,Portobelo,9.55,-79.65,79.74,89,100,12.1,PA,overcast clouds,2022-07-31 02:42:19
407,Abu Samrah,35.3029,37.1841,74.39,54,0,6.22,SY,clear sky,2022-07-31 02:42:19
408,Hofn,64.2539,-15.2082,49.44,60,80,9.89,IS,broken clouds,2022-07-31 02:42:20
409,Kailua,21.4022,-157.7394,87.78,74,40,13.8,US,scattered clouds,2022-07-31 02:43:20
410,Portsmouth,50.799,-1.0913,67.96,93,91,11.01,GB,overcast clouds,2022-07-31 02:43:21
411,Malatya,38.5,38.0,59.05,39,0,3.44,TR,clear sky,2022-07-31 02:43:21
412,Varhaug,58.6147,5.6457,59.85,91,100,12.28,NO,light rain,2022-07-31 02:43:22
413,Tortosa,40.8125,0.5216,77.25,91,6,1.34,ES,clear sky,2022-07-31 02:43:22
414,College,64.8569,-147.8028,77.0,38,100,5.75,US,overcast clouds,2022-07-31 02:40:10
415,Plettenberg Bay,-34.0527,23.3716,50.61,79,75,10.49,ZA,light rain,2022-07-31 02:43:23
416,Wamba,8.9333,8.6,69.15,98,100,0.51,NG,overcast clouds,2022-07-31 02:43:23
417,Sovetskiy,61.3614,63.5842,63.16,76,100,9.46,RU,overcast clouds,2022-07-31 02:43:23
418,Jalu,29.0331,21.5482,80.2,44,0,7.52,LY,clear sky,2022-07-31 02:43:24
419,Bongouanou,6.6486,-4.1992,68.02,94,100,3.04,CI,overcast clouds,2022-07-31 02:43:24
420,Oranjemund,-28.55,16.4333,50.02,77,7,12.97,NA,clear sky,2022-07-31 02:43:25
421,Dalbandin,28.8947,64.4101,86.59,45,96,12.08,PK,overcast clouds,2022-07-31 02:42:44
422,Yumen,40.2833,97.2,87.42,17,90,11.41,CN,overcast clouds,2022-07-31 02:43:26
423,Beira,-19.8436,34.8389,60.89,100,0,5.75,MZ,clear sky,2022-07-31 02:43:26
424,Ladario,-19.0047,-57.6017,64.99,48,0,2.39,BR,clear sky,2022-07-31 02:38:55
425,Sola,-13.8833,167.55,80.19,74,99,9.26,VU,overcast clouds,2022-07-31 02:43:27
426,Mecca,21.4267,39.8261,85.57,29,30,3.56,SA,scattered clouds,2022-07-31 02:42:08
427,Nichinan,31.6,131.3667,83.88,91,71,14.52,JP,broken clouds,2022-07-31 02:43:28
428,Soyo,-6.1349,12.3689,71.4,85,80,7.56,AO,broken clouds,2022-07-31 02:43:28
429,Seoul,37.5683,126.9778,83.59,83,100,1.14,KR,light rain,2022-07-31 02:42:14
430,Belle Fourche,44.6714,-103.8522,87.31,25,5,8.7,US,clear sky,2022-07-31 02:43:29
431,Neyyattinkara,8.4,77.0833,82.26,83,29,7.85,IN,scattered clouds,2022-07-31 02:43:29
432,Waling,27.9833,83.7667,75.11,92,100,0.63,NP,overcast clouds,2022-07-31 02:43:30
433,Weligama,5.9667,80.4167,80.62,80,86,8.03,LK,overcast clouds,2022-07-31 02:43:30
434,Andenes,69.3143,16.1194,53.58,82,18,9.22,NO,few clouds,2022-07-31 02:43:31
435,Vestmannaeyjar,63.4427,-20.2734,49.78,77,11,14.5,IS,few clouds,2022-07-31 02:43:31
436,Methoni,36.8197,21.7049,79.21,73,0,13.0,GR,clear sky,2022-07-31 02:43:32
437,Roald,62.5833,6.1333,62.17,88,100,1.14,NO,overcast clouds,2022-07-31 02:43:32
438,Santa Vitoria Do Palmar,-33.5189,-53.3681,47.93,79,15,4.0,BR,few clouds,2022-07-31 02:43:33
439,Halifax,44.6453,-63.5724,66.09,97,29,3.44,CA,scattered clouds,2022-07-31 02:43:33
440,Tempio Pausania,40.8974,9.1035,68.92,88,0,5.41,IT,clear sky,2022-07-31 02:43:34
441,Price,39.5994,-110.8107,79.86,38,20,10.36,US,few clouds,2022-07-31 02:41:48
442,Solofra,40.8295,14.8419,73.92,87,5,3.27,IT,clear sky,2022-07-31 02:43:34
443,Tilichiki,60.4667,166.1,53.31,78,99,8.52,RU,light rain,2022-07-31 02:43:35
444,Frei Paulo,-10.5494,-37.5344,67.05,97,30,5.68,BR,scattered clouds,2022-07-31 02:43:35
445,Nikolayevka,53.1257,47.2041,62.91,91,100,6.73,RU,light rain,2022-07-31 02:43:36
446,Saint-Michel-Des-Saints,46.6834,-73.9159,61.93,94,32,4.52,CA,scattered clouds,2022-07-31 02:42:21
447,Antofagasta,-23.65,-70.4,54.68,83,24,5.44,CL,few clouds,2022-07-31 02:38:54
448,Swan Hill,-35.3378,143.5544,61.27,41,100,17.72,AU,light rain,2022-07-31 02:43:37
449,Moose Factory,51.2585,-80.6094,55.4,94,100,6.91,CA,mist,2022-07-31 02:43:37
450,Rexburg,43.826,-111.7897,90.91,17,0,4.61,US,clear sky,2022-07-31 02:43:38
451,Eirunepe,-6.6603,-69.8736,77.72,68,81,1.59,BR,broken clouds,2022-07-31 02:43:38
452,Bay Roberts,47.5999,-53.2648,67.33,96,100,4.0,CA,light rain,2022-07-31 02:43:38
453,Kasangulu,-4.5911,15.1708,72.48,81,11,7.31,CD,few clouds,2022-07-31 02:43:39
454,Pskov,57.8136,28.3496,42.71,100,20,2.24,RU,mist,2022-07-31 02:43:39
455,Prince Rupert,54.3161,-130.3201,66.29,88,100,16.11,CA,overcast clouds,2022-07-31 02:44:40
456,Lang Son,21.8333,106.7333,88.66,59,90,4.41,VN,overcast clouds,2022-07-31 02:44:40
457,Mikhaylovsk,45.1283,42.0256,66.42,72,0,6.71,RU,clear sky,2022-07-31 02:44:41
458,Olafsvik,64.8945,-23.7142,48.61,76,3,6.71,IS,clear sky,2022-07-31 02:44:41
459,Mahabad,36.7631,45.7222,75.0,59,26,3.09,IR,scattered clouds,2022-07-31 02:44:42
460,Kaeo,-35.1,173.7833,60.33,64,20,13.22,NZ,few clouds,2022-07-31 02:44:42
461,Zachary,30.6485,-91.1565,77.7,97,0,3.44,US,clear sky,2022-07-31 02:44:33
462,Mwandiga,-4.83,29.6581,72.43,69,81,3.13,TZ,broken clouds,2022-07-31 02:44:43
463,Hay River,60.8156,-115.7999,62.58,67,51,11.5,CA,broken clouds,2022-07-31 02:43:59
464,Snyder,32.7179,-100.9176,93.54,21,0,6.91,US,clear sky,2022-07-31 02:39:45
465,Staritsa,56.5075,34.9354,51.75,78,1,1.97,RU,clear sky,2022-07-31 02:44:44
466,Meiganga,6.5167,14.3,62.19,99,99,3.27,CM,overcast clouds,2022-07-31 02:44:44
467,San Jose,37.3394,-121.895,73.45,72,40,13.8,US,scattered clouds,2022-07-31 02:42:02
468,Vangaindrano,-23.35,47.6,63.37,95,11,4.23,MG,few clouds,2022-07-31 02:44:45
469,Kiama,-34.6833,150.8667,64.26,56,100,5.99,AU,light rain,2022-07-31 02:44:45
470,Saurimo,-9.6608,20.3916,58.75,39,0,3.85,AO,clear sky,2022-07-31 02:44:46
471,Hambantota,6.1241,81.1185,79.14,100,20,5.75,LK,few clouds,2022-07-31 02:44:46
472,Panama City,8.9936,-79.5197,82.35,87,40,4.61,PA,scattered clouds,2022-07-31 02:43:01
473,Guia De Isora,28.2115,-16.7795,70.32,67,0,3.13,ES,clear sky,2022-07-31 02:44:47
474,Rapar,23.5667,70.6333,82.26,71,92,14.54,IN,overcast clouds,2022-07-31 02:44:48
475,Bloemfontein,-29.1211,26.214,29.68,93,69,3.44,ZA,broken clouds,2022-07-31 02:44:48
476,Tateyama,34.9833,139.8667,84.74,75,1,16.08,JP,clear sky,2022-07-31 02:40:24
477,Miguel Alves,-4.1656,-42.8953,72.21,98,87,2.53,BR,overcast clouds,2022-07-31 02:44:49
478,Plymouth,41.8334,-70.8328,73.98,67,0,3.44,US,clear sky,2022-07-31 02:44:49
479,Luganville,-15.5333,167.1667,81.57,71,99,4.5,VU,overcast clouds,2022-07-31 02:44:49
480,Caibarien,22.5206,-79.4669,79.92,83,97,16.24,CU,overcast clouds,2022-07-31 02:44:50
481,Salalah,17.0151,54.0924,75.29,94,75,5.75,OM,broken clouds,2022-07-31 02:44:51
482,Kalmar,56.6616,16.3616,49.96,100,0,1.14,SE,clear sky,2022-07-31 02:44:51
483,Nago,26.5881,127.9761,82.45,92,100,20.36,JP,heavy intensity rain,2022-07-31 02:44:51
484,Mangochi,-14.4782,35.2645,61.74,66,0,4.12,MW,clear sky,2022-07-31 02:44:52
485,Paramonga,-10.6667,-77.8333,62.51,84,10,8.63,PE,clear sky,2022-07-31 02:44:52
486,Santa Cruz De La Palma,28.6835,-17.7642,73.54,78,100,17.27,ES,overcast clouds,2022-07-31 02:44:53
487,Kalabo,-14.97,22.6814,53.2,34,0,6.31,ZM,clear sky,2022-07-31 02:44:53
488,Xining,36.6167,101.7667,66.31,59,100,3.18,CN,overcast clouds,2022-07-31 02:40:25
489,Porto Nacional,-10.7081,-48.4172,73.4,37,0,1.21,BR,clear sky,2022-07-31 02:44:54
490,Mamit,23.9333,92.4833,76.03,89,75,3.44,IN,mist,2022-07-31 02:44:54
491,Tahta,26.7693,31.5021,81.39,22,1,6.55,EG,clear sky,2022-07-31 02:44:55
492,Kenai,60.5544,-151.2583,63.03,84,100,8.05,US,light rain,2022-07-31 02:44:55
493,Polahongon,10.5288,124.9694,85.01,63,100,3.31,PH,overcast clouds,2022-07-31 02:44:56
494,Meulaboh,4.1363,96.1285,83.05,70,77,1.16,ID,broken clouds,2022-07-31 02:44:56
495,Olavarria,-36.8927,-60.3225,53.02,70,100,6.24,AR,overcast clouds,2022-07-31 02:44:50
496,Honningsvag,70.9821,25.9704,51.55,87,100,10.36,NO,overcast clouds,2022-07-31 02:44:57
497,State College,40.7934,-77.86,67.82,81,75,0.0,US,broken clouds,2022-07-31 02:44:57
498,Minab,27.1467,57.0801,86.32,79,100,0.0,IR,mist,2022-07-31 02:44:57
499,Marawi,7.9986,124.2928,76.06,85,100,2.06,PH,moderate rain,2022-07-31 02:44:58
500,Blagoyevo,63.3667,47.9167,65.08,77,57,2.57,RU,broken clouds,2022-07-31 02:44:58
501,Moranbah,-22.0016,148.0466,67.23,55,100,19.15,AU,overcast clouds,2022-07-31 02:44:59
502,Krasnoarmeysk,51.0239,45.6969,65.8,84,100,10.54,RU,overcast clouds,2022-07-31 02:44:59
503,Dubti,11.7361,41.0853,81.63,65,86,10.0,ET,overcast clouds,2022-07-31 02:45:00
504,Luanda,-8.8368,13.2343,68.0,94,20,9.22,AO,few clouds,2022-07-31 02:46:00
505,Bosilegrad,42.5011,22.4724,60.37,85,7,4.81,RS,clear sky,2022-07-31 02:46:01
506,Rio Tuba,8.5061,117.4317,82.44,79,100,5.44,PH,overcast clouds,2022-07-31 02:46:01
507,Amuntai,-2.4177,115.2494,78.22,92,100,0.4,ID,light rain,2022-07-31 02:46:02
508,Nome,64.5011,-165.4064,65.16,44,0,11.5,US,clear sky,2022-07-31 02:46:02
509,Prado,-17.3411,-39.2208,73.0,91,30,2.8,BR,scattered clouds,2022-07-31 02:46:03
510,Pravia,43.4906,-6.1508,64.67,100,0,3.44,ES,clear sky,2022-07-31 02:46:03
511,Sambava,-14.2667,50.1667,67.28,89,42,9.08,MG,light rain,2022-07-31 02:46:04
512,Kurtamysh,54.9103,64.4319,67.46,78,76,9.98,RU,broken clouds,2022-07-31 02:46:04
513,Shimanovsk,52.0,127.7,84.81,46,99,9.48,RU,overcast clouds,2022-07-31 02:46:05
514,Christchurch,-43.5333,172.6333,52.41,51,75,14.97,NZ,broken clouds,2022-07-31 02:41:36
515,Lashio,22.9333,97.75,77.4,79,96,2.77,MM,overcast clouds,2022-07-31 02:46:06
516,Angoche,-16.2325,39.9086,69.66,83,3,2.17,MZ,clear sky,2022-07-31 02:46:06
517,Djambala,-2.5447,14.7533,68.05,74,3,8.72,CG,clear sky,2022-07-31 02:46:06
518,Yasnyy,51.0333,59.8742,67.37,62,81,8.39,RU,broken clouds,2022-07-31 02:46:07
519,Codrington,-38.2667,141.9667,49.73,86,100,19.3,AU,light rain,2022-07-31 02:46:07
520,Bontang,0.1333,117.5,75.94,93,100,8.32,ID,light rain,2022-07-31 02:46:08
521,Phalaborwa,-23.943,31.1411,61.88,41,2,0.81,ZA,clear sky,2022-07-31 02:46:09
522,Baghdad,33.3406,44.4009,84.11,24,0,5.75,IQ,clear sky,2022-07-31 02:44:15
523,Mareeba,-17.0,145.4333,74.44,69,81,7.72,AU,broken clouds,2022-07-31 02:46:09
524,Uyuni,-20.4597,-66.825,42.66,20,0,10.29,BO,clear sky,2022-07-31 02:46:10
