City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Kudahuvadhoo,MV,2022-07-21 21:21:28,2.6708,72.8944,82.11,73,100,15.61
289,Cherskiy,RU,2022-07-21 21:19:12,68.75,161.3,42.82,58,98,11.12
290,Jumla,NP,2022-07-21 21:21:29,29.2747,82.1838,62.83,96,100,1.34
291,Maraa,BR,2022-07-21 21:21:30,-1.8333,-65.3667,77.97,92,76,2.13
292,Korla,CN,2022-07-21 21:17:30,41.7597,86.1469,75.94,32,0,2.53
293,Aswan,EG,2022-07-21 21:21:30,24.0934,32.907,90.01,16,4,13.33
294,Sept-Iles,CA,2022-07-21 21:21:31,50.2001,-66.3821,70.32,68,75,10.36
295,Charters Towers,AU,2022-07-21 21:18:36,-20.1,146.2667,53.53,91,2,7.92
296,Oriximina,BR,2022-07-21 21:21:31,-1.7656,-55.8661,84.16,67,77,2.46
297,Ordzhonikidze,KZ,2022-07-21 21:21:32,52.4411,61.7408,61.02,61,0,5.7
298,Pisco,PE,2022-07-21 21:21:32,-13.7,-76.2167,64.45,68,20,14.97
299,Touros,BR,2022-07-21 21:21:33,-5.1989,-35.4608,77.05,80,100,10.18
300,Lima,PE,2022-07-21 21:20:25,-12.0432,-77.0282,59.25,77,100,9.22
301,Ust-Maya,RU,2022-07-21 21:21:33,60.4167,134.5333,69.31,66,14,3.58
302,Broome,US,2022-07-21 21:21:34,42.2506,-75.833,90.66,48,40,10.36
303,Manaus,BR,2022-07-21 21:21:34,-3.1019,-60.025,81.09,83,75,1.14
304,Qasigiannguit,GL,2022-07-21 21:21:35,68.8193,-51.1922,52.05,93,100,3.87
305,Taltal,CL,2022-07-21 21:21:35,-25.4,-70.4833,60.28,80,9,5.01
306,Komsomolskiy,UZ,2022-07-21 21:21:36,40.4272,71.7189,79.52,38,0,6.91
307,Isangel,VU,2022-07-21 21:21:36,-19.55,169.2667,78.08,80,4,13.71
308,Kulaman,PH,2022-07-21 21:21:37,6.4594,124.0892,77.77,84,100,4.12
309,Zuya,UA,2022-07-21 21:21:37,45.0531,34.3154,63.0,51,0,8.1
310,Tiebissou,CI,2022-07-21 21:21:38,7.1574,-5.2257,73.04,91,69,4.43
311,Clyde River,CA,2022-07-21 21:17:22,70.4692,-68.5914,44.83,87,100,4.61
312,Estelle,US,2022-07-21 21:21:38,29.8458,-90.1067,91.0,65,75,8.05
313,Vestmanna,FO,2022-07-21 21:21:39,62.1564,-7.1664,49.12,93,75,5.75
314,Katherine,AU,2022-07-21 21:21:39,-14.4667,132.2667,50.32,76,27,4.61
315,Gasa,PS,2022-07-21 21:21:39,31.5,34.4667,72.88,77,3,3.22
316,Pulgaon,IN,2022-07-21 21:21:40,20.7333,78.3333,77.81,88,100,6.42
317,Epsom,GB,2022-07-21 21:22:40,51.3305,-0.2701,69.31,79,100,4.0
318,San Patricio,US,2022-07-21 21:22:41,28.017,-97.5169,98.17,41,5,20.62
319,Kavaratti,IN,2022-07-21 21:22:41,10.5669,72.642,81.0,78,100,21.45
320,Ilulissat,GL,2022-07-21 21:22:42,69.2167,-51.1,51.82,82,75,4.61
321,Seddon,AU,2022-07-21 21:22:42,-37.8068,144.8916,46.76,90,0,6.91
322,Moorhead,US,2022-07-21 21:22:43,46.8739,-96.7676,85.98,39,0,10.36
323,Qui Nhon,VN,2022-07-21 21:22:43,13.7667,109.2333,76.66,87,100,3.85
324,Port-Gentil,GA,2022-07-21 21:19:10,-0.7193,8.7815,75.16,88,40,9.22
325,Niamey,NE,2022-07-21 21:22:44,13.5137,2.1098,88.09,45,0,1.14
326,Pangnirtung,CA,2022-07-21 21:22:45,66.1451,-65.7125,46.4,93,75,8.05
327,Lengshuitan,CN,2022-07-21 21:22:45,26.4111,111.5956,77.81,88,27,5.44
328,Nuuk,GL,2022-07-21 21:21:12,64.1835,-51.7216,59.61,58,75,17.27
329,Yongchang,CN,2022-07-21 21:22:46,30.0381,119.7317,82.58,96,65,1.05
330,Asau,RO,2022-07-21 21:22:46,46.4333,26.4,65.32,43,0,5.7
331,Villaviciosa,ES,2022-07-21 21:22:47,43.4813,-5.4357,70.61,92,100,5.91
332,Luoyang,CN,2022-07-21 21:22:47,34.6836,112.4536,77.61,71,100,1.66
333,Makhu,IN,2022-07-21 21:22:47,31.1033,74.9978,77.63,96,99,7.27
334,Darnah,LY,2022-07-21 21:22:48,32.767,22.6367,77.65,73,0,21.63
335,Castro,BR,2022-07-21 21:22:48,-24.7911,-50.0119,61.34,81,28,3.36
336,Verkhnevilyuysk,RU,2022-07-21 21:22:49,63.4453,120.3167,55.04,97,99,6.08
337,Nefteyugansk,RU,2022-07-21 21:22:49,61.0998,72.6035,48.36,81,7,10.31
338,Havre-Saint-Pierre,CA,2022-07-21 21:22:50,50.2334,-63.5986,75.56,50,100,2.3
339,Bardiyah,LY,2022-07-21 21:22:50,31.7561,25.0865,75.49,68,0,9.66
340,Saint-Augustin,CA,2022-07-21 21:22:51,51.226,-58.6502,74.88,43,83,6.02
341,Iquique,CL,2022-07-21 21:20:01,-20.2208,-70.1431,60.84,75,100,4.63
342,Sao Filipe,CV,2022-07-21 21:22:51,14.8961,-24.4956,75.33,85,95,7.58
343,Rodez,FR,2022-07-21 21:18:46,44.5,2.5833,71.28,52,0,1.14
344,Goba,ET,2022-07-21 21:22:52,7.0167,39.9833,50.5,93,81,4.72
345,Sistranda,NO,2022-07-21 21:22:52,63.7256,8.834,51.76,85,100,20.49
346,Malpe,IN,2022-07-21 21:22:53,13.35,74.7167,79.9,88,56,6.82
347,Boli,CN,2022-07-21 21:22:53,45.7667,130.5167,64.29,99,44,2.26
348,Griffith,US,2022-07-21 21:22:54,41.5284,-87.4237,94.05,50,0,13.8
349,Koupela,BF,2022-07-21 21:22:54,12.1794,-0.3517,82.54,62,98,4.09
350,Swadlincote,GB,2022-07-21 21:22:55,52.774,-1.5574,65.08,71,40,8.05
351,Bengkulu,ID,2022-07-21 21:19:11,-3.8004,102.2655,74.79,91,86,4.45
352,Shahr-E Kord,IR,2022-07-21 21:22:55,32.3256,50.8644,67.77,34,0,4.61
353,Santa Maria,BR,2022-07-21 21:22:56,-29.6842,-53.8069,70.9,83,0,2.3
354,Xichang,CN,2022-07-21 21:22:56,27.8964,102.2634,63.95,95,100,1.79
355,Wanning,CN,2022-07-21 21:22:57,18.8003,110.3967,79.47,87,21,3.04
356,Orahovac,XK,2022-07-21 21:22:57,42.3994,20.6547,71.46,47,2,2.35
357,Sabzevar,IR,2022-07-21 21:22:58,36.2126,57.6819,83.48,17,0,11.5
358,Karpathos,GR,2022-07-21 21:22:58,35.507,27.2132,73.36,83,0,25.32
359,Bairiki,KI,2022-07-21 21:22:58,1.3292,172.9752,82.4,83,75,4.61
360,Jieshou,CN,2022-07-21 21:22:59,33.2634,115.3611,75.63,94,40,5.37
361,Atasu,KZ,2022-07-21 21:23:59,48.6814,71.6433,67.77,64,19,8.66
362,Mizan Teferi,ET,2022-07-21 21:24:00,6.9833,35.5833,59.27,97,64,2.48
363,Havelock,US,2022-07-21 21:24:00,34.8791,-76.9013,90.99,82,20,20.71
364,Quatre Cocos,MU,2022-07-21 21:24:00,-20.2078,57.7625,70.09,68,91,19.01
365,Stantsionno-Oyashinskiy,RU,2022-07-21 21:24:01,55.4664,83.8245,57.42,98,98,8.32
366,Flinders,AU,2022-07-21 21:24:01,-34.5833,150.8552,54.37,88,95,5.99
367,Atascocita,US,2022-07-21 21:24:02,29.9988,-95.1766,104.23,52,75,7.0
368,Iqaluit,CA,2022-07-21 21:24:02,63.7506,-68.5145,42.53,93,100,4.61
369,Ramanuj Ganj,IN,2022-07-21 21:24:03,23.8,83.7,77.85,87,100,0.81
370,Zheshart,RU,2022-07-21 21:24:03,62.0731,49.5733,63.39,77,90,4.63
371,Alibag,IN,2022-07-21 21:24:04,18.6411,72.8792,80.67,84,100,6.29
372,Altamira,BR,2022-07-21 21:24:04,-3.2033,-52.2064,79.45,70,98,1.57
373,Urubamba,PE,2022-07-21 21:24:04,-13.3047,-72.1158,74.3,40,27,8.05
374,Puri,IN,2022-07-21 21:24:05,19.8,85.85,81.12,79,100,6.46
375,Sao Jose Da Coroa Grande,BR,2022-07-21 21:24:05,-8.8978,-35.1478,74.61,86,88,9.8
376,Sovata,RO,2022-07-21 21:24:06,46.5833,25.0667,61.3,45,0,6.96
377,Talara,PE,2022-07-21 21:24:06,-4.5772,-81.2719,74.16,64,0,17.27
378,Dubna,RU,2022-07-21 21:24:06,56.7333,37.1667,56.53,85,27,6.91
379,Rosetta,EG,2022-07-21 21:24:07,31.4044,30.4164,76.8,74,0,11.32
380,Oussouye,SN,2022-07-21 21:24:07,12.485,-16.5469,78.48,87,100,2.06
381,Bay City,US,2022-07-21 21:24:08,43.5945,-83.8889,91.72,29,0,17.27
382,Paraiso,CR,2022-07-21 21:24:08,9.8383,-83.8656,72.88,84,99,3.94
383,Vostok,RU,2022-07-21 21:24:08,46.4856,135.8833,60.44,98,99,1.45
384,Necochea,AR,2022-07-21 21:24:09,-38.5473,-58.7368,46.15,52,85,2.53
385,Bang Saphan,TH,2022-07-21 21:24:09,11.2126,99.5117,75.25,93,100,2.55
386,Tirumala,IN,2022-07-21 21:24:10,13.6833,79.35,75.52,67,99,2.06
387,Van Buren,US,2022-07-21 21:24:10,35.4368,-94.3483,104.36,30,75,12.66
388,Akyab,MM,2022-07-21 21:24:11,20.15,92.9,81.5,85,100,4.92
389,Qinhuangdao,CN,2022-07-21 21:24:11,39.9317,119.5883,72.64,79,1,5.06
390,Vallenar,CL,2022-07-21 21:24:12,-28.5708,-70.7581,65.43,59,0,4.36
391,Gladstone,AU,2022-07-21 21:19:13,-23.85,151.25,58.93,94,75,10.36
392,Okha,RU,2022-07-21 21:24:12,53.5739,142.9478,54.68,91,100,12.66
393,Catuday,PH,2022-07-21 21:24:13,16.2923,119.8062,80.56,75,96,8.21
394,Port Hardy,CA,2022-07-21 21:24:13,50.6996,-127.4199,59.18,77,40,14.97
395,Kendari,ID,2022-07-21 21:24:14,-3.945,122.4989,73.45,94,77,2.37
396,Bose,IT,2022-07-21 21:24:14,45.4612,8.0137,81.28,54,0,5.91
397,Tautira,PF,2022-07-21 21:24:14,-17.7333,-149.15,75.33,77,19,10.45
398,Indian Head,US,2022-07-21 21:20:36,38.6001,-77.1622,93.78,59,40,11.5
399,Kuruman,ZA,2022-07-21 21:24:15,-27.4524,23.4325,54.14,43,4,4.85
400,Bratsk,RU,2022-07-21 21:21:09,56.1325,101.6142,55.89,86,5,3.87
401,Raga,SS,2022-07-21 21:20:21,8.4596,25.678,68.97,96,100,2.42
402,Verkhnyaya Toyma,RU,2022-07-21 21:24:16,62.2349,44.9985,64.56,83,100,4.83
403,Chapais,CA,2022-07-21 21:24:16,49.7834,-74.8492,71.38,91,100,13.98
404,Aykino,RU,2022-07-21 21:24:17,62.2248,49.9922,62.35,77,84,4.47
405,Lovington,US,2022-07-21 21:24:17,32.944,-103.3485,95.85,32,74,16.17
406,Kiama,AU,2022-07-21 21:24:18,-34.6833,150.8667,57.99,90,95,1.99
407,Torrevieja,ES,2022-07-21 21:21:55,37.9787,-0.6822,82.72,80,0,1.99
408,Westport,US,2022-07-21 21:22:44,41.1415,-73.3579,90.45,68,0,14.97
409,Gilleleje,DK,2022-07-21 21:25:18,56.122,12.3106,69.12,84,65,12.86
410,Vestmannaeyjar,IS,2022-07-21 21:25:19,63.4427,-20.2734,51.58,97,100,5.93
411,Qobustan,AZ,2022-07-21 21:25:19,40.0824,49.412,80.1,51,0,23.91
412,Pedras De Fogo,BR,2022-07-21 21:25:20,-7.4019,-35.1164,74.03,91,98,7.14
413,Siocon,PH,2022-07-21 21:25:20,7.7061,122.1353,78.17,86,100,3.18
414,Bolshaya Glushitsa,RU,2022-07-21 21:25:21,50.2406,43.5908,61.57,70,84,4.45
415,Matara,LK,2022-07-21 21:25:21,5.9485,80.5353,77.59,87,100,15.46
416,Balkanabat,TM,2022-07-21 21:25:22,39.5108,54.3671,85.44,48,0,7.45
417,Upata,VE,2022-07-21 21:25:22,8.0086,-62.3989,72.19,92,31,4.18
418,Burns Lake,CA,2022-07-21 21:25:22,54.2331,-125.7533,71.02,29,16,8.61
419,Durban,ZA,2022-07-21 21:25:23,-29.8579,31.0292,66.02,83,100,7.0
420,Boyolangu,ID,2022-07-21 21:25:23,-8.1181,111.8935,74.17,88,100,7.02
421,Barcelos,PT,2022-07-21 21:25:24,41.5388,-8.6151,70.92,89,65,1.88
422,Comodoro Rivadavia,AR,2022-07-21 21:25:24,-45.8667,-67.5,42.66,33,0,18.41
423,Vagur,FO,2022-07-21 21:25:25,61.4732,-6.8119,50.05,86,15,2.04
424,Mamallapuram,IN,2022-07-21 21:25:25,12.6264,80.1722,78.85,76,100,9.44
425,Qaqortoq,GL,2022-07-21 21:25:25,60.7167,-46.0333,50.13,78,9,2.57
426,Puerto Ayacucho,VE,2022-07-21 21:25:26,5.6639,-67.6236,80.24,85,78,4.63
427,Klyuchi,RU,2022-07-21 21:25:26,52.2667,79.1667,65.7,67,8,9.6
428,Cidreira,BR,2022-07-21 21:25:27,-30.1811,-50.2056,62.71,90,90,4.56
429,Sola,VU,2022-07-21 21:25:27,-13.8833,167.55,81.27,83,100,0.0
430,The Valley,AI,2022-07-21 21:21:11,18.217,-63.0578,85.86,70,20,17.27
431,Port Keats,AU,2022-07-21 21:25:28,-14.25,129.55,63.57,36,7,7.38
432,Tarana,IN,2022-07-21 21:25:28,23.3333,76.0333,76.19,89,100,10.11
433,Polevskoy,RU,2022-07-21 21:25:29,56.4422,60.1878,51.21,97,26,4.5
434,Phalodi,IN,2022-07-21 21:25:29,27.1333,72.3667,87.75,64,100,16.51
435,Lethem,GY,2022-07-21 21:25:30,3.3803,-59.7968,83.95,73,94,6.29
436,Mayumba,GA,2022-07-21 21:25:30,-3.432,10.6554,70.25,94,57,7.43
437,Havre,FR,2022-07-21 21:25:31,49.5833,0.3333,68.2,72,0,5.75
438,Umm Lajj,SA,2022-07-21 21:25:31,25.0213,37.2685,87.46,53,6,7.2
439,Furano,JP,2022-07-21 21:25:31,43.2818,142.4743,61.52,89,5,1.14
440,Shelabolikha,RU,2022-07-21 21:25:32,53.4131,82.6167,61.27,95,74,9.66
441,Nieuw Amsterdam,SR,2022-07-21 21:25:32,5.8833,-55.0833,86.02,79,40,5.75
442,Aksu,CN,2022-07-21 21:25:33,41.1231,80.2644,77.85,27,0,4.61
443,Alice Springs,AU,2022-07-21 21:25:33,-23.7,133.8833,33.35,69,0,0.0
444,Saint-Pierre,RE,2022-07-21 21:25:34,-21.3393,55.4781,64.08,72,40,4.61
445,Nhulunbuy,AU,2022-07-21 21:25:34,-12.2333,136.7667,66.81,68,14,6.91
446,Goderich,CA,2022-07-21 21:25:35,43.7501,-81.7165,80.92,54,0,8.05
447,Vanavara,RU,2022-07-21 21:25:35,60.34,102.2797,55.24,81,92,2.44
448,Haines Junction,CA,2022-07-21 21:25:35,60.7522,-137.5108,62.55,42,100,8.05
449,Udachnyy,RU,2022-07-21 21:25:36,66.4167,112.4,48.45,100,100,1.7
450,Machali,CL,2022-07-21 21:25:36,-34.1833,-70.6667,60.08,44,0,5.75
451,Bahir Dar,ET,2022-07-21 21:25:37,11.5936,37.3908,61.18,95,100,4.05
452,Truth Or Consequences,US,2022-07-21 21:25:37,33.1284,-107.2528,99.91,17,0,3.44
453,Kipushi,CD,2022-07-21 21:25:38,-11.7667,27.2333,62.1,54,40,6.76
454,Kolosovka,RU,2022-07-21 21:25:38,56.4678,73.611,56.7,98,100,6.98
455,Ucluelet,CA,2022-07-21 21:25:39,48.9329,-125.5528,61.09,87,100,1.01
456,Khandyga,RU,2022-07-21 21:25:39,62.6667,135.6,71.17,66,57,3.8
457,Kiruna,SE,2022-07-21 21:26:39,67.8557,20.2251,50.92,87,100,3.44
458,Burla,IN,2022-07-21 21:26:40,21.5,83.8667,78.82,90,100,4.18
459,Mildura,AU,2022-07-21 21:26:40,-34.2,142.15,46.11,90,8,12.03
460,Conceicao Do Araguaia,BR,2022-07-21 21:26:41,-8.2578,-49.2647,85.26,27,2,2.28
461,Pavino,RU,2022-07-21 21:26:41,59.1139,46.1414,55.6,88,67,4.36
462,Miracema Do Tocantins,BR,2022-07-21 21:26:42,-9.5618,-48.3967,85.21,30,0,3.56
463,Naryan-Mar,RU,2022-07-21 21:26:42,67.6713,53.087,42.62,88,71,8.32
464,Aksarka,RU,2022-07-21 21:26:43,66.5606,67.7975,43.75,79,50,4.94
465,Topchikha,RU,2022-07-21 21:26:43,52.8192,83.1185,61.48,92,100,12.5
466,Brasileia,BR,2022-07-21 21:26:43,-11.0161,-68.7481,90.99,29,0,1.32
467,Aloleng,PH,2022-07-21 21:26:44,16.1307,119.7824,81.91,76,99,8.95
468,Zabol,AF,2022-07-21 21:26:45,32.25,67.25,79.74,15,16,10.6
469,Ilhabela,BR,2022-07-21 21:26:11,-23.7781,-45.3581,68.27,90,20,7.67
470,Bathsheba,BB,2022-07-21 21:26:45,13.2167,-59.5167,84.81,85,20,21.85
471,Port Macquarie,AU,2022-07-21 21:26:12,-31.4333,152.9167,57.6,81,99,10.92
472,Altay,CN,2022-07-21 21:26:46,47.8667,88.1167,61.11,59,59,4.45
473,Omsukchan,RU,2022-07-21 21:26:47,62.5333,155.8,52.81,54,0,7.54
474,Lauf,DE,2022-07-21 21:26:47,48.65,8.1333,72.1,75,5,3.44
475,Barga,IT,2022-07-21 21:26:47,44.0742,10.4808,78.03,56,0,2.77
476,Cairns,AU,2022-07-21 21:26:48,-16.9167,145.7667,67.06,90,3,5.75
477,Sri Aman,MY,2022-07-21 21:26:48,1.2376,111.4621,77.05,100,99,0.0
478,Gamba,GA,2022-07-21 21:26:49,-2.65,10.0,70.75,93,90,6.51
479,Hobyo,SO,2022-07-21 21:26:49,5.3505,48.5268,75.92,83,26,25.52
480,Mittersill,AT,2022-07-21 21:26:50,47.2667,12.4833,68.56,93,99,1.61
481,Kaputa,ZM,2022-07-21 21:26:50,-8.4689,29.6619,69.58,54,17,2.95
482,Ostersund,SE,2022-07-21 21:26:50,63.1792,14.6357,55.85,82,75,8.05
483,Avera,US,2022-07-21 21:26:51,33.194,-82.5271,89.65,53,100,11.52
484,Boone,US,2022-07-21 21:22:50,39.0334,-92.3335,100.67,27,0,8.5
485,Wawa,NG,2022-07-21 21:22:09,9.9022,4.4192,75.06,86,78,3.38
486,Bira,RU,2022-07-21 21:26:52,49.0,132.4667,61.81,92,87,2.91
487,Lakota,CI,2022-07-21 21:26:52,5.8528,-5.6883,68.11,93,75,2.95
488,Coquimbo,CL,2022-07-21 21:26:52,-29.9533,-71.3436,55.13,82,100,3.44
489,Chernyshevskiy,RU,2022-07-21 21:26:53,63.0128,112.4714,56.16,89,82,2.86
490,Progreso,MX,2022-07-21 21:26:53,21.2833,-89.6667,98.71,69,28,17.16
491,Savannakhet,LA,2022-07-21 21:26:54,16.566,104.751,73.38,96,100,4.97
492,Dwarka,IN,2022-07-21 21:26:54,22.2394,68.9678,82.81,82,100,18.41
493,Itarema,BR,2022-07-21 21:25:29,-2.9248,-39.9167,79.59,76,49,15.64
494,Cockburn Town,TC,2022-07-21 21:25:45,21.4612,-71.1419,82.22,83,23,20.56
495,Ambagarh Chauki,IN,2022-07-21 21:26:55,20.7833,80.7167,75.11,96,100,6.2
496,Piacabucu,BR,2022-07-21 21:26:56,-10.4056,-36.4344,73.47,79,71,6.73
497,Mandalgovi,MN,2022-07-21 21:26:56,45.7625,106.2708,57.06,62,100,11.61
498,Den Helder,NL,2022-07-21 21:26:57,52.9599,4.7593,61.95,83,100,9.22
499,Ormara,PK,2022-07-21 21:26:57,25.2088,64.6357,83.61,84,99,14.85
500,Kushmurun,KZ,2022-07-21 21:26:58,52.4503,64.6311,61.63,67,1,5.99
501,Seaside,US,2022-07-21 21:26:58,36.6111,-121.8516,77.5,79,40,9.22
502,Kangaba,ML,2022-07-21 21:27:59,11.9333,-8.4167,74.1,94,91,4.56
503,Chaihe,CN,2022-07-21 21:27:59,44.7667,129.7,63.57,96,0,2.66
504,Sovetskaya Gavan,RU,2022-07-21 21:28:00,48.9723,140.2878,56.68,96,100,8.43
505,Buin,CL,2022-07-21 21:28:00,-33.7333,-70.75,71.11,50,0,2.19
506,Pemberton,CA,2022-07-21 21:28:01,50.3164,-122.8027,85.69,34,44,6.13
507,Yinchuan,CN,2022-07-21 21:28:01,38.4681,106.2731,65.07,59,100,8.52
508,San Francisco,US,2022-07-21 21:27:55,37.7749,-122.4194,91.45,73,20,20.71
509,Chibombo,ZM,2022-07-21 21:28:02,-14.6569,28.0706,59.83,58,15,6.31
510,Winschoten,NL,2022-07-21 21:28:02,53.1442,7.0347,62.19,93,100,12.28
511,La Cruz,MX,2022-07-21 21:28:03,23.9167,-106.9,92.91,58,35,12.28
512,Lgov,RU,2022-07-21 21:28:03,51.6307,35.2775,55.13,97,12,8.05
513,Roma,US,2022-07-21 21:28:04,43.2128,-75.4557,86.68,70,40,11.99
514,Suicheng,CN,2022-07-21 21:28:04,33.8963,117.9331,74.12,84,4,1.52
515,Drawsko Pomorskie,PL,2022-07-21 21:28:05,53.5306,15.8097,68.9,87,100,3.62
516,Pasewalk,DE,2022-07-21 21:28:05,53.5063,13.99,68.54,83,98,2.28
517,Rudsar,IR,2022-07-21 21:28:06,37.1376,50.288,78.78,81,71,5.64
518,Mehamn,NO,2022-07-21 21:28:06,71.0357,27.8492,57.11,100,75,5.75
519,Kodinar,IN,2022-07-21 21:28:07,20.7903,70.7031,81.14,80,100,15.17
520,Ivdel,RU,2022-07-21 21:28:07,60.6911,60.4206,59.11,70,90,4.43
521,Yarmouth,US,2022-07-21 21:28:08,41.7057,-70.2286,83.61,87,100,18.41
522,Shelburne,CA,2022-07-21 21:28:08,44.0787,-80.2041,80.11,49,0,16.11
523,Lazaro Cardenas,MX,2022-07-21 21:27:53,17.9583,-102.2,88.3,66,36,9.93
524,Nabire,ID,2022-07-21 21:28:09,-3.3667,135.4833,75.2,89,22,2.62
525,Bonthe,SL,2022-07-21 21:28:09,7.5264,-12.505,77.14,80,99,12.8
526,Narsaq,GL,2022-07-21 21:28:10,60.9167,-46.05,61.02,77,14,7.43
527,Mercedes,AR,2022-07-21 21:28:10,-34.6515,-59.4307,62.04,51,92,7.65
528,Souillac,MU,2022-07-21 21:28:11,-20.5167,57.5167,70.18,73,75,11.5
529,Danjiangkou,CN,2022-07-21 21:28:11,32.5428,111.5086,79.74,87,100,2.44
530,Rocha,UY,2022-07-21 21:25:13,-34.4833,-54.3333,49.96,91,100,2.8
531,Waidhofen,DE,2022-07-21 21:28:12,48.5833,11.3333,71.38,82,41,3.15
532,Louis Trichardt,ZA,2022-07-21 21:28:12,-23.0439,29.9032,56.16,83,28,3.27
533,Wuchi,CN,2022-07-21 21:28:13,29.3786,103.023,62.47,97,100,1.07
534,Kharp,RU,2022-07-21 21:28:13,66.8014,65.8081,46.44,69,79,6.2
535,Jiuquan,CN,2022-07-21 21:28:14,39.7432,98.5174,65.46,29,0,3.29
536,Carballo,ES,2022-07-21 21:28:14,43.213,-8.691,69.22,91,99,10.6
537,Ayaviri,PE,2022-07-21 21:28:15,-14.8864,-70.5889,60.06,11,28,0.47
538,Marawi,PH,2022-07-21 21:28:15,7.9986,124.2928,68.07,92,100,2.89
539,Lorengau,PG,2022-07-21 21:28:16,-2.0226,147.2712,81.34,77,89,8.55
540,Coroico,BO,2022-07-21 21:28:16,-16.1889,-67.7271,73.2,48,72,4.54
541,Monduli,TZ,2022-07-21 21:27:13,-3.3,36.45,55.22,86,5,8.46
542,Kaifeng,CN,2022-07-21 21:28:17,34.7911,114.3483,74.35,86,72,6.87
543,Troitskoye,RU,2022-07-21 21:28:17,52.9821,84.6757,59.34,96,100,8.57
544,Igarka,RU,2022-07-21 21:28:18,67.4667,86.5833,50.59,84,90,6.49
545,Praia,CV,2022-07-21 21:26:19,14.9215,-23.5087,79.34,73,40,5.75
546,Olinda,BR,2022-07-21 21:28:18,-8.0089,-34.8553,76.73,83,40,8.05
547,Laguna,US,2022-07-21 21:29:19,38.421,-121.4238,101.32,28,0,6.91
548,Moro,PK,2022-07-21 21:29:19,26.6646,68.0016,89.62,67,80,5.75
549,Stromness,GB,2022-07-21 21:29:20,58.965,-3.296,49.96,88,100,4.0
550,Mahajanga,MG,2022-07-21 21:29:20,-15.7167,46.3167,68.02,64,0,6.91
551,Portland,US,2022-07-21 21:26:48,45.5234,-122.6762,87.24,52,75,9.22
552,Zhigansk,RU,2022-07-21 21:29:21,66.7697,123.3711,58.46,92,96,3.56
553,Novikovo,RU,2022-07-21 21:29:21,51.1537,37.8879,55.78,95,100,7.34
554,Harnosand,SE,2022-07-21 21:29:22,62.6323,17.9379,64.4,94,100,9.57
555,Rodnykove,UA,2022-07-21 21:29:22,45.043,33.9541,63.12,64,0,6.53
556,Jerusalem,IL,2022-07-21 21:29:22,31.769,35.2163,71.8,91,1,3.0
557,Varkaus,FI,2022-07-21 21:29:23,62.3153,27.873,66.31,67,94,5.28
558,Leiva,CO,2022-07-21 21:29:23,1.9339,-77.3025,73.02,68,72,4.7
559,Klyuchevsk,RU,2022-07-21 21:29:24,57.1216,60.9414,51.73,98,74,5.03
